abreviation;nombreLibelle;libelle
pl;26;Id Phénothiaz. Pl
pl;26;EDDP Pl
pl;26;DOSAGE ANTIDEP PL
pl;26;DISULFURE mixte pl
pl;26;Id Hallucinogèn Pl
pl;26;METHIONINE pl
pl;26;Ac A-Récepteur PL A2
pl;26;I D AMP OP-COCA PL
pl;26;Id Antidép.Pl
pl;26;Id Benzodiaz.Pl
pl;26;DOS.NEUROLEPTIQ PL
pl;26;DOS.PHENOTHIAZINE PL
pl;26;KETAMINE PL
pl;26;ID HALLUCINOGENES PL
pl;26;I D. CANNABIS PL
pl;26;ID ANTIDEP PL
pl;26;AMMONIAC pl artérie
pl;26;AC A-REC PL A2
pl;26;I D BENZODIAZ.PL
pl;26;Id Neurolept. Pl
pl;26;Id Amp Op-Coca Pl
pl;26;Id Bétabloquants Pl
pl;26;DOSAGE BENZODIAZ PL
jiroveci;6;P.jiroveci Abr/PCR:
jiroveci;6;P.jiroveci DIV/PCR:
jiroveci;6;P.jiroveci Lpl:
jiroveci;6;P.jiroveci Cra/PCR:
jiroveci;6;P.jiroveci Lp/PCR:
jiroveci;6;P.jiroveci LBA:
grip;54;PCR GripA/Ecou 2
grip;54;PCR GripA/Ecou 3
grip;54;PCR Grip.A H3/EcoN°2
grip;54;PCR Grip.A H3/EcoN°3
grip;54;PCR Grip.A H1/Sécré
grip;54;PCR Grip.AH1N1/LiqB
grip;54;PCR Grip.A H1/LiqB
grip;54;PCR GripA/Biopsie
grip;54;PCR GRIP.MULTI BIOPS
grip;54;PCR Grip.A H3/LCR
grip;54;PCR Grip.A/Ecouvil
grip;54;PCR Grip.B/EcoN°3
grip;54;PCR Grip.A H1/LCR
grip;54;PCR Grip.A H3/LBA
grip;54;PCR Grip.B/EcoN°2
grip;54;PCR GripA/Lba
grip;54;PCR Grip.A H3/Liq B
grip;54;PCR Grip.B/Sécré.
grip;54;PCR Grip.AH1N1/Ecou
grip;54;PCR Grip.AH1N1/EcoN3
grip;54;PCR Grip.AH1N1/EcoN2
grip;54;PCR Grip.B/Liq.bio
grip;54;PCR GripA/Sécré°.
grip;54;PCR Grip.A/Biopsie
grip;54;PCR Grip.B/LCR
grip;54;PCR GRIP. MULTI ECOU
grip;54;PCR Grip.A H1/EcoN3
grip;54;PCR Grip.A H3/Sécré
grip;54;PCR GRIP.MULTI SECRE
grip;54;PCR Grip.A H1/EcoN2
grip;54;PCR Grip.A/EcouN°2
grip;54;PCR Grip.AH1N1/Biop
grip;54;PCR Grip.A H1/Biop
grip;54;PCR Grip.A/LiqBio
grip;54;PCR Grip.B/LiqBio
grip;54;PCR Grip.B/Ecouvil
grip;54;PCR Grip.B/Ecou 2
grip;54;PCR Grip.A/EcouN°3
grip;54;PCR Grip.B/Ecou 3
grip;54;PCR Grip.B/biopsie
grip;54;PCR Grip.AH1N1/LBA
grip;54;PCR GripA/Liq.bio
grip;54;PCR Grip.A H3/Ecou
grip;54;PCR Grip.A/LCR
grip;54;PCR Grip.AH1N1/LCR
grip;54;PCR Grip.A/Lba
grip;54;PCR GRIP.MULTI LBA
grip;54;PCR Grip.A/Sécré.
grip;54;PCR Grip.A H1/LBA
grip;54;PCR Grip.A H1/Ecou
grip;54;PCR Grip.B/Lba
grip;54;PCR Grip.A H3/Biop
grip;54;PCR Grip.AH1N1/Sécr
grip;54;PCR Grip.B/Biopsie
import;1;Rech.BMR import.BHR
tca;1;CorTCA
gmp;1;GMP 140  (VH10)
discord;1;Taux discord.VGMs
bois;1;k212 poussièr.bois
aut;8;CYTOB.BIOPS.AUT N5
aut;8;CYTOB.BIOPS.AUT N4
aut;8;CYTOB.DES BIOPS.AUT
aut;8;CYTOB.BIOPS.AUT N3
aut;8;CYTOB.BIOPS.AUT N2
aut;8;CYTOB.BIOPS.AUT N8
aut;8;CYTOB.BIOPS.AUT N7
aut;8;CYTOB.BIOPS.AUT N6
vitrif;1;CONG.VITRIF.OVOCYTES
endoc;1;HEMO SUSP.ENDOC.27J
ri;2;A-Hu/Ri/Yo Ser rech
ri;2;A-Hu/Ri/Yo LCR rech
cytop;1;AC CYTOP.POLYNUC.
coti;1;Rapport Coti/Creat
vagi;2;R.pcr.Chl.trachVAGI
vagi;2;Nombre RLUtotalVAGI
ponction;1;CYTO.LIQ.PONCTION
cba;1;Activité antiCBA
ent;2;Ent.histolyt.PCR:
ent;2;Ent.dispar PCR:
specifiq;1;Nb bandes spécifiq.
abdo;2;CYTOBAC.PUS ABDO.N3
abdo;2;CYTOBAC.PUS ABDO.N2
man;1;Cobas TaqMan Roche
cutanee;1;MYCO BIOPS.CUTANEE
hbc;5;IGM HBC
hbc;5;séro Ac Hbc urgente
hbc;5;Ind HBc M Dxi
hbc;5;ANTICORPS ANTI HBC
hbc;5;HBc IgM
ssa;1;Ac anti-SSA/Ro52kD
mon;1;LymphPlasmMonAno
de;5;M.de CHAGAS serol.
de;5;RECH.DE PARASITE
de;5;IDENTIF.DE PARASITE
de;5;M.DE CHAGAS SEROL.
de;5;CYTOB.ASP.BRO.IMM.DE
btabloq;3;Dos Btabloq. Ur 3
btabloq;3;Dos Btabloq. Ur 2
btabloq;3;Dos Btabloq. Ur 1
chl;38;R.pcr.Chl.trac Pus
chl;38;pcr.Chl.rDNA23Sorl
chl;38;R.pcr.Chl.tracLCR
chl;38;pcr.Chl.rDNA23Slba
chl;38;R.pcr.Chl.trachSB
chl;38;R.pcr.Chl.trachGENI
chl;38;R.pcr.Chl.trachVAGI
chl;38;R.pcr.Chl.tracMaté
chl;38;R.pcr.Chl.tracLIQ
chl;38;SER.CHL.PNEU.ELISA
chl;38;pcr.Chl.rDNA23Ssou
chl;38;R.pcr.Chl.tracLBA
chl;38;pcr.Chl.rDNA23Slcr
chl;38;R.pcr.Chl.tracBIOP
chl;38;R.pcr.Chl.trach.Ur
chl;38;R.pcr.Chl.trachMaté
chl;38;R.pcr.Chl.trach URI
chl;38;R.pcr.Chl.trachPUS
chl;38;R.pcr.Chl.tracGENI
chl;38;pcr.Chl.rDNA23Sres
chl;38;R.pcr.Chl.trachBIOP
chl;38;CHL.PNEUMO SERO IGM
chl;38;R.pcr.Chl.tra APuri
chl;38;pcr.Chl.rDNA23Sbio
chl;38;R.pcr.Chl.trachLCR
chl;38;R.pcr.Chl.tracSouc
chl;38;SER.CHL.TRAC.LCR/EL
chl;38;SER.CHL.PNEU.LCR/EL
chl;38;pcr.Chl.rDNA23Spus
chl;38;SER.CHL.PSITT.LCR
chl;38;SER.CHL.PSITT.SER IF
chl;38;pcr.Chl.rDNA23Sliq
chl;38;R.pcr.Chl.trachORL
chl;38;R.pcr.Chl.trachLBA
chl;38;R.pcr.Chl.trach Sou
chl;38;R.pcr.Chl.trach OEI
chl;38;R.pcr.Chl.trach LIQ
chl;38;R.pcr.Chl.tracOEIL
quatern;1;IgE A-ammon.quatern
sphere;4;CYTOB.SPHERE ORL N2
sphere;4;CYTOB.SPHERE ORL N3
sphere;4;CYTOBAC.SPHERE ORL
sphere;4;CYTOB.SPHERE ORL
date;1;VNdate introduction
ldl;3;CHOL LDL dosage
ldl;3;CHOLESTEROL LDL
ldl;3;CHOL LDL calculé
arbres;2;TX8 MEL POL.ARBRES
arbres;2;TX1 MEL POL.ARBRES
sec;12;PCR EBV SEC.RESPIRAT
sec;12;CYTOBAC.SEC.BRONC-P
sec;12;CYTOB.SEC.BR.IMMUD.
sec;12;CYTO SEC.BRON MUCOV
sec;12;PCR CMV/Séc.respir
sec;12;PCR CMV SEC.RESPIRAT
sec;12;TRAP SécPlq Pat
sec;12;ADP SécPlq Pat
sec;12;PCR EBV/Séc.resp.
sec;12;PCR ADENO SEC.RESP.
sec;12;COL SécPlq Pat
sec;12;SEC.BRONC-P.MUCOVIS
gck;1;Gène  GCK mut
res;9;Rés.mitogene:
res;9;R.pcr.B.pertusRES
res;9;R.pcr.B.parapeRES
res;9;Rés.temoin neg:
res;9;SAISIE RES.LOGICIEL
res;9;ID/GénotC.trachoRES
res;9;Thromboplast.Dil.Res
res;9;R.pcr.C.psittacRES
res;9;Typ.pcr.C.trachRes
magnesium;1;Magnésium/Calcium
rhinovirus;2;PCR Rhinovirus/Eco2
rhinovirus;2;PCR Rhinovirus/Eco3
pvt;46;MYCOL PVT GENITAL
pvt;46;MYCOL PVT OEIL 3
pvt;46;MYCOL PVT OEIL 2
pvt;46;Toxo PVT DIVERS:
pvt;46;Pn.jiro PVT DIVERS:
pvt;46;MYCOLOGIE PVT LCR
pvt;46;BAC PVT PUS SUP.N4
pvt;46;CYTOBAC PVT VAGINAL
pvt;46;CARTO PVT AXILLAIRE
pvt;46;BAC PVT PUS SUP.N5
pvt;46;BAC PVT PUS SUP.N2
pvt;46;CARTO PVT ANUS/RECT.
pvt;46;MYCOL PVT OEIL
pvt;46;BAC PVT PUS SUP.N3
pvt;46;BAC PVT PUS SUPERF.
pvt;46;Pvt de sperme isolé
pvt;46;Pr 2eme etiq de Pvt
pvt;46;PVT ORGANES CV
pvt;46;MYCO PVT LBA GREFFE
pvt;46;MYCOLOGIE PVT PUS
pvt;46;MYCOL PVT BIOPSIE 2
pvt;46;MYCOL PVT BIOPSIE 3
pvt;46;MYCOLOGIE PVT SELLE
pvt;46;CARTO PVT RESPIRAT.
pvt;46;MYCOLOGI PVT URINES
pvt;46;MYCOLOGIE PVT PUS 2
pvt;46;Mycologie pvt cutané
pvt;46;MYCO PVT MACA2
pvt;46;2EME PVT JOUR AMP
pvt;46;MYCO PVT MACA3
pvt;46;MYCO PVT EXP
pvt;46;ANALYSE.PVT.SPERM.EP
pvt;46;BAC.LIQ.PVT.ORGANE5J
pvt;46;PCR CHIKUN.PVT DIVER
pvt;46;CYTO PVT GEN.HOMME
pvt;46;Mycologie pvt ORL
pvt;46;PVT ORGANES
pvt;46;CARTO PVT URINES
pvt;46;BAC PVT ORE.EXT N2
pvt;46;CARTO PVT BOUCHE
pvt;46;MYCOL PVT O.R.L.
pvt;46;MYCOL PVT BIOPSIE
pvt;46;analyse.pvt.spermEp
pvt;46;PVT SPERME ISOLE
pvt;46;BAC PVT ORE.EXT
pvt;46;MYCO PVT LBA 2
nterpretation;1;InterprétationM.Coel
leg;2;C.LEG KAPPA/LAMBDA S
leg;2;Dos.SérCh.légKapLam
prepa;3;PREPA.SPERM. IIU
prepa;3;Prépa.Sperme avt I
prepa;3;PREPA.SPERM.AVT I
cockcr;2;Clair Cr Cockcr. H
cockcr;2;Clair Cr Cockcr. F
sequenc;1;Id.après séquenç.N2
met;4;2Nitro4trifluo.met.b
met;4;Mét. Méthadone Ur
met;4;Mét. Méthadone
met;4;MET. METHADONE UR
mol;1;Boîte BioMol
glycoprot;1;Etude Glycoprot.Plaq
cl;9;REC.TOXINE CL.DIFFIC
cl;9;Dépistage Ac CL I
cl;9;Typ HLA CL I BM
cl;9;Typ HLA CL II BM
cl;9;TYP ALLELIQ CL I
cl;9;TYP ALL CL II DPA1
cl;9;TYP ALL CL II DPB1
cl;9;Typ CL I II Organes
cl;9;TYP ALLELIQ CL II
atp;1;Ratio ATP/ADP nucl.P
hg;3;HG - 30
hg;3;HG - 15
hg;3;HG - 60
interne;1;Contrôle interne/Eco
granuleuse;1;SousTotalGranuleuse
lav;1;CYTOB.LAV.BRONCH-AL
nb;5;WB ASPER Nb bandes:
nb;5;Nb bandes spécifiq.
nb;5;WB DISTO Nb bandes:
nb;5;WB TOXOC Nb bandes:
nb;5;WB BILHA Nb bandes:
echinococc;2;ECHINOCOCC.ALVE SERO
echinococc;2;Interpr.Echinococc.
plp;1;Pentamères PLP
tpc;2;TPC OU test Huhner
tpc;2;TPC OU TEST HUHNER
thalassemie;1;THALASSEMIE/RM(XNP)
com;5;ID.SOUCH.CAMPY.COM
com;5;ID.SOUCH.CAMPYLO.COM
com;5;MégaComQuant
com;5;Com.RCLIcult.Chlam:
com;5;com.SER lyme Mikr.
tubercu;1;R.MYC.TUBERCU/PCR
xp;1;MUTATIONS XP
globu;1;SEX HORM.BIND.GLOBU
et;3;ET. Génétiques FAM
et;3;Ac A-RAC et/ou MUSK
et;3;ET.Gènes GLANZMANN
lba;14;ID/GénotC.trachoLBA
lba;14;CYTBACT.LBA MUCOV
lba;14;Typ.pcr.C.trachLBA
lba;14;R.pcr.B.pertussLBA
lba;14;CYTBACT.LBA
lba;14;R.pcr.B.paraperLBA
lba;14;CYTOB.LBA MUCOVIS
lba;14;R.pcr.Chl.trachLBA
lba;14;R.pcr.Chl.tracLBA
lba;14;Nombre RLUtotalLBA
lba;14;CYTBACT.LBA IMMUND
lba;14;R.pcr.C.psittaciLBA
lba;14;CYTOB.LBA IMMUNOD
lba;14;REC.TOXOPLAS.LBA PCR
depist;3;Dépist.Cox.burn/s:
depist;3;AC A-GRANULOC.DEPIST
depist;3;Dépist.antistaph.:
jc;12;PCR JC SANG
jc;12;jc biopsie CP
jc;12;PCR JC/LCR
jc;12;jc urines CP
jc;12;PCR JC/Biopsie
jc;12;PCR JC/Sang tot
jc;12;PCR JC URINES
jc;12;jc sang CP
jc;12;PCR JC BIOPSIE
jc;12;jc lcr CP
jc;12;PCR JC LCR
jc;12;PCR JC/urines
freq;2;M209 PENICIL.FREQ
freq;2;m209 Penicil.freq
lactofer;1;F334 LACTOFER.BOVINE
ecouvillon;1;PCR OREI.ECOUVILLON
ponct;4;Cytob.Liq Ponct.N 3
ponct;4;Cytob.Liq Ponct.N 2
ponct;4;CYTO.LIQ.PONCT.N 3
ponct;4;CYTO.LIQ.PONCT.N 2
transglu;1;Transglu.IgA
part;8;PART.INHAL.non fibre
part;8;RECH.BACT.PART.N5
part;8;RECH.BACT.PART.N4
part;8;RECH.BACT.PART.N3
part;8;PART.INHAL.AMIANTE
part;8;PART.IN.NON FIBREUSE
part;8;PART.INHAL.amiante
part;8;RECH.BACT.PART.N2
adenovirus;1;PCR Adénovirus/Ec.
sulfam;2;SULFAM.HYPOGLYC.SER
sulfam;2;SULFAM.HYPOGLYC.UR
phtaliq;1;K79 ANHYD.PHTALIQ
cfm;1;Conc GpMbr par CFM
cnr;1;CNR Chlamydiae et Mycoplasmes
haqu;1;DOS.IL6/10 HAQU.VIT
meningocoq;1;TRA.IDENT.MENINGOCOQ
plas;4;LACT.plas art
plas;4;CHARGE VIH PLAS.SEMI
plas;4;LACT.plas v
plas;4;ARN VIH Plas.séminal
trychophy;2;M205 TRYCHOPHY.RUB
trychophy;2;M211 TRYCHOPHY.I.DIG
oreil;3;PCR OREIL. LIQUIDE
oreil;3;PCR OREIL.SECRETION
oreil;3;PCR OREIL.BIOPSIE
cajou;2;F443 N.CAJOU RANA O3
cajou;2;f443 N.Cajou rAnao3
quanti;1;PCRquantiHEPATITE E
aqueus;4;PCR HSV HUM.AQUEUS
aqueus;4;PCR VZV HUM.AQUEUS
aqueus;4;PCR VZV/hum.aqueus
aqueus;4;PCR HSV/hum.aqueus
mening;3;R.pcr.N.mening Lcr
mening;3;R.pcr.N.meningLIQ
mening;3;R.pcr.N.meningBIOP
reptilase;1;TpsReptilasePatient
ldh;8;LDH SANGUINE
ldh;8;LDH ur
ldh;8;LDH  URINAIRE DOSAGE
ldh;8;LDH LIQ. BIO DOSAGE
ldh;8;LDH liq.bio
ldh;8;LDH sg ( L ---> P )
ldh;8;LDH liq.pleural
ldh;8;LDH PLEU/LDH SG
dialyse;1;CALCIUM LIQ.DIALYSE
digest;3;BAC BIOPS.DIGEST.N3
digest;3;BAC BIOPS.DIGEST.N2
digest;3;BIOP.DIGEST.HP CULT
pity;1;REC.PITY.VERSICOLOR
lame;3;AMYLASE liq.lame
lame;3;Cytb.Liq Lame/redon
lame;3;LIPASE liq.lame
ph;13;PH LIQUIDE PLEURAL
ph;13;PH liq.pleural
ph;13;PH fécal
ph;13;PH liq dial
ph;13;PH Urinaire
ph;13;PH basal bandelette
ph;13;PH LIQUDE DE DIALYSE
ph;13;PH CUB2M
ph;13;MESURE PH AU PHMETRE
ph;13;PH FECAL
ph;13;pH ur réveil
ph;13;PH liq ascite
ph;13;PH LIQUIDE ASCITE
cytbac;8;CYTBAC.PUS SUPERFIC
cytbac;8;CYTBAC.PUS CUTANE
cytbac;8;CYTBAC.PUS CUTANE N3
cytbac;8;CYTBAC.PUS CUTANE N2
cytbac;8;CYTBAC.PUS SUPER.N5
cytbac;8;CYTBAC.PUS SUPER.N2
cytbac;8;CYTBAC.PUS SUPER.N4
cytbac;8;CYTBAC.PUS SUPER.N3
hor;1;SEX HOR.BIND.GLOBUL
gras;1;BétaOxydat.Ac.Gras
asp;7;CYTO ASP.BR.IMMUDEP
asp;7;CYTOB.ASP.BRONCH.
asp;7;CYTO ASP.BRONCH:
asp;7;CYTOB.ASP.BRO.IMM.DE
asp;7;MYCO ASP.BRONCH
asp;7;CYTOB.ASP.BRON.MUCO
asp;7;Asp.W.Blot P18-20
nmo;2;Ac A-NMO/AQUAPORINE4
nmo;2;AC A-NMO/AQUAPORINE4
cel;1;ARN VIH Cel.sémina
mate;3;R.pcr.N.gonoMaté
mate;3;R.pcr.Chl.trachMaté
mate;3;R.pcr.Chl.tracMaté
prises;1;Nbre de prises/j
will;1;LYSAT F.WILL I-PLQ
lcr;187;Elect lcr
lcr;187;ANA comment LCR
lcr;187;R.pcr.Chl.tracLCR
lcr;187;IgA LCR dosage
lcr;187;R.pcr.N.mening Lcr
lcr;187;DOSAGE IFN-alpha LCR
lcr;187;HTLV PCR ADN LCR
lcr;187;PCR HTLV  lcr
lcr;187;LYSINE  lcr
lcr;187;SER .LEPT.SERou LCR
lcr;187;PCR WEST-NILE LCR
lcr;187;MYCOLOGIE PVT LCR
lcr;187;ASPECT DU LCR
lcr;187;R.pcr.M.hominisLCR
lcr;187;HIV1 INT ARN LCR
lcr;187;PCR HHV8 LCR
lcr;187;METHIONINE  lcr
lcr;187;A-Amphip D rech lcr
lcr;187;IgG LCR dosage
lcr;187;R.pcr.U.parvum LCR
lcr;187;LCR DS AUTRE LIQUIDE
lcr;187;SER LEPT.SERouLCR TR
lcr;187;PCR ADENO LCR
lcr;187;PCR JC LCR
lcr;187;IMMUNOFIXATION LCR
lcr;187;Anti-Ma2 D rech lcr
lcr;187;Anti-Yo D rech lcr
lcr;187;CAMPYLOBACT.AC LCR
lcr;187;Anti-Ri D rech lcr
lcr;187;HYDROXYPROLINE lcr
lcr;187;IF LCR Conclusion
lcr;187;REC.TOXOPLAS.LCR PCR
lcr;187;AC ASPARTIQUE  lcr
lcr;187;cmv lcr CP
lcr;187;16s.NMEN.Lcr/PCR
lcr;187;PCR HHV6 LCR
lcr;187;HIV1 GP41 ARN LCR
lcr;187;Ac A-Réc NMDA LCR
lcr;187;CYTOBACTERIO LCR
lcr;187;AC A-NEURONAUX LCR
lcr;187;IFN ALPHA LCR
lcr;187;PCR VZV LCR
lcr;187;ARGININE lcr
lcr;187;HIV1 TROP.ARN LCR
lcr;187;RECHERCHE DE LCR
lcr;187;IgM LCR dosage
lcr;187;TOXOPLASMA PCR LCR
lcr;187;ENA LCR rech
lcr;187;GLYCINE  lcr
lcr;187;Dos.IL6 et IL10 LCR
lcr;187;CYSTINE  lcr
lcr;187;TYROSINE lcr
lcr;187;ISOLEUCINE  lcr
lcr;187;PCR Zika LCR
lcr;187;IF LCR Commentaire
lcr;187;DEP AC NEUROPILE LCR
lcr;187;R.pcr.C.jejuni Lcr
lcr;187;A-Hu/Ri/Yo LCR rech
lcr;187;ORNITHINE   lcr
lcr;187;DOS IL6 ET IL10 LCR
lcr;187;ANA mitose LCR
lcr;187;BETA2 MICRO LCR
lcr;187;ALPHA ALANINE lcr
lcr;187;CHIMIE DU LCR
lcr;187;Ac A-MAG lcr
lcr;187;TAURINE lcr
lcr;187;ANGIOTENS CONV LCR
lcr;187;HIV1 RESIS. ARN LCR
lcr;187;BRUCELLOSES AC LCR
lcr;187;tropisme lcr
lcr;187;Mycologie LCR
lcr;187;TOXOCAROSE AC LCR
lcr;187;SERO CYSTICERC.LCR
lcr;187;GLYCINE LCR
lcr;187;PIGMENTS LCR
lcr;187;A-NEURO CV2,AMP..LCR
lcr;187;CULT M.PNEUMO LCR
lcr;187;ALPHA 1 lcr
lcr;187;R.pcr.Chl.trachLCR
lcr;187;Nombre RLUtotalLCR
lcr;187;SER.CHL.PNEU.LCR/EL
lcr;187;SER.CHL.PSITT.LCR
lcr;187;CYSTICERCOSE AC LCR
lcr;187;AC A-NMDA LCR
lcr;187;R.pcr.M.pneumo LCR
lcr;187;TAU lcr
lcr;187;LEUCINE  lcr
lcr;187;AC A-MAG LCR
lcr;187;Albumine LCR dosage
lcr;187;vzv lcr CP
lcr;187;SERO.LYME LCR ET SER
lcr;187;DO IgG LCR lyme:
lcr;187;PCR ROUGEOLE LCR
lcr;187;Prot T LCR dosage
lcr;187;CHARGE VIH LCR
lcr;187;Cholestanol lcr
lcr;187;seq. RT Prot lcr
lcr;187;Béta 2 micro  lcr
lcr;187;HYPOCRETINE LCR
lcr;187;SER.MYCOP.PNEU.LCR
lcr;187;ANA rech LCR
lcr;187;AC GLUTAMIQUE  lcr
lcr;187;TRYPANO.AFRIC.LCR
lcr;187;PCR HSV LCR
lcr;187;Sér.M.pneu.LCR RFC:
lcr;187;IGG  lcr
lcr;187;PROTEINES TOT LCR
lcr;187;Typ.pcr.C.trachLCR
lcr;187;ENA LCR ident
lcr;187;PREALBUMINE lcr
lcr;187;Anti-GAD65 Drech lcr
lcr;187;A-NEURON DOT LCR
lcr;187;ARN VIH LCR
lcr;187;Concl Ac.Aminés LCR
lcr;187;HISTIDINE lcr
lcr;187;THREONINE lcr
lcr;187;ELECTRO PROTIDES LCR
lcr;187;PROLINE lcr
lcr;187;AMYLASE lcr
lcr;187;R.pcr.typN.men LCR
lcr;187;PCR ENTERO LCR
lcr;187;Dos IFN-alpha LCR
lcr;187;DOSAGE IFN-ALPHA LCR
lcr;187;PHENYL ALANINE  lcr
lcr;187;GAMMA lcr
lcr;187;ALBUMINE lcr
lcr;187;CITRULLINE lcr
lcr;187;ID/GénotC.trachoLCR
lcr;187;Fac electro lcr
lcr;187;R.pcr.S.pneumLCR
lcr;187;Anti-CV2 D rech lcr
lcr;187;Anti-Ma1 D rech lcr
lcr;187;LCR RECH PIGMENTS
lcr;187;b19 lcr CP
lcr;187;CRYPTOCOQUE AG LCR
lcr;187;seq  Env 41 lcr
lcr;187;BETA lcr
lcr;187;jc lcr CP
lcr;187;BILHARZIOSE AC LCR
lcr;187;Cytobactério LCR
lcr;187;Titre IgG LCR lyme
lcr;187;Lactate lcr
lcr;187;ASPERGILLUS AG LCR
lcr;187;IGG LCR
lcr;187;SERINE lcr
lcr;187;AC PYRUVIQUE lcr
lcr;187;Ind comp lcr
lcr;187;PCR OREILLONS LCR
lcr;187;CHOLESTANOL LCR
lcr;187;PCR B19 LCR
lcr;187;Ac A-GANG lcr
lcr;187;AC ANTI-ENA LCR
lcr;187;ACIDES AMINES LCR
lcr;187;ALBUMINE LCR
lcr;187;R.pcr.C.pneumo LCR
lcr;187;PCR Toscana LCR
lcr;187;R.pcr.C.fetus Lcr
lcr;187;R.pcr.C.psittaLCR
lcr;187;VALINE lcr
lcr;187;AC ANTI-NOYAUX LCR
lcr;187;Anti-HuD rech lcr
lcr;187;PROTEINES LCR
lcr;187;GLUTAMINE lcr
lcr;187;hsv lcr CP
lcr;187;Ac GLU+GLUTAMINE lcr
lcr;187;HHV8 lcr CP
lcr;187;GLUCOSE lcr
lcr;187;AC PYRUVIQUE LCR
lcr;187;PCR RESP. LCR
lcr;187;ANA aspect LCR
lcr;187;IGG+IGA+IGM LCR
lcr;187;SER.CHL.TRAC.LCR/EL
lcr;187;ebv lcr CP
lcr;187;R.pcr.N.gono LCR
lcr;187;Graphe LCR
lcr;187;Concl  elec lcr
lcr;187;adéno lcr CP
lcr;187;seq  integr lcr
lcr;187;R.pcr.U.urealyLCR
lcr;187;Hypocrétine LCR
lcr;187;Ac A-Neuropile LCR
lcr;187;AMYLASE LCR
lcr;187;hhv6 lcr CP
lcr;187;Anti-SOX1 Drech lcr
lcr;187;AC A-GANG LCR
lcr;187;ALPHA 2 lcr
lcr;187;R.pcr.16S lcr
fiv;4;CYTOBACT.FIV
fiv;4;supp.à ICSI ovoFIV
fiv;4;CYTOBACT.FIV N 2
fiv;4;CYTOBACT.FIV N 3
prd;1;Prd phosphocalcique
embryons;2;CryoCs Embryons/C/A
embryons;2;CRYOCS EMBRYONS/C/AN
sb;5;R.pcr.N.gono SB
sb;5;R.pcr.Chl.trachSB
sb;5;R.pcr.M.hominisSB
sb;5;Nombre RLUtotalSB
sb;5;ASPECT SB
cytbact;4;CYTBACT.LBA MUCOV
cytbact;4;CYTBACT.LBA IMMUND
cytbact;4;CYTBACT.ABR MUCOV
cytbact;4;CYTBACT.LBA
vdrl;1;VDRL LCR:
prp;2;PLAQUETTES SUR PRP
prp;2;Taux Plaquettes PRP
ttt;8;TTT Aspirine :
ttt;8;TTT antiagrégant
ttt;8;TCA SANS TTT/OU AVK
ttt;8;TTT / A-IgE comm :
ttt;8;TTT S/Grp
ttt;8;AGREGAT PLAQ TTT AA
ttt;8;TTT Plavix ou eff :
ttt;8;TTT AVK S/Grp
berg;1;Rech Ec Rglyc.BERG
qt;1;CultureQtQlProgéHém
interpretati;1;Interprétati.WBBIL:
blse;1;Rech.blse.BLSE
lain;1;g13 houlque lain.
maladie;1;TYP.HLA MALADIE/MEDI
bartonella;1;Cul.Bartonella CMGC
rpcr;1;Rpcr.C.psittaciSou
moyenne;1;Cytob.Orei.moyenne
antidep;3;Id Antidép.Pl
antidep;3;Id Antidép. Ur
antidep;3;Id Antidép. Sg
stoc;1;StocPréAna pr HL
calc;1;AC A-REC C CALC/CASR
rech;25;RECH.BACT.PART.N5
rech;25;RECH.BACT.PART.N4
rech;25;RECH.BACT.PART.N3
rech;25;RECH.BACT.PARTIC.
rech;25;RECH.BACT.PART.N2
rech;25;Rech.Ac anti Fact H
rech;25;Rech/pcr.B.ant.capA
rech;25;Rech.blse.BLSE
rech;25;Rech.cult.chlamy.:
rech;25;Rech.ABAU  BABAU
rech;25;RECH.DE PARASITE
rech;25;Rech.Ag.cryptocoq :
rech;25;RECH.N.GONO N°2
rech;25;Rech.BMR import.BHR
rech;25;RECH.EC R GLYCOPET.
rech;25;Rech.parasites
rech;25;Rech. corps Heinz
rech;25;RECH.ETB CARBAPENEM.
rech;25;RECH.LEISHMANIES
rech;25;Rech/pcr.B.ant.pag:
rech;25;RECH.ETB HT RESIST
rech;25;RECH.N.GONO
rech;25;Rech.ABAU  BABA2
rech;25;RECH.A.BAUMANNII
rech;25;Rech.ABAU  BABA3
hepatite;1;PCRquantiHEPATITE E
non;2;PART.INHAL.non fibre
non;2;PART.IN.NON FIBREUSE
at;2;AThrombine activité
at;2;Phéno/seq G AThrombi
nnat;1;CYTOBACT.NNAT
culture;1;CultureQtQlProgéHém
pon;2;Cytob.Liq Pon.BLQAE
pon;2;Cytob.Liq Pon.BLQAN
ouvrir;1;CfNew poso.Ouvrir
spz;2;SPZ CHIRURGICAUX
spz;2;spz chirurgicaux
cliniques;1;SERO R.CLINIQUES
alp;1;k87 alp.amylase
sup;4;BAC PVT PUS SUP.N4
sup;4;BAC PVT PUS SUP.N5
sup;4;BAC PVT PUS SUP.N2
sup;4;BAC PVT PUS SUP.N3
gen;9;PCR.gèn.R STAPH/RESP
gen;9;CYTO PVT GEN.HOMME
gen;9;R.pcr.M.hominisGEN
gen;9;GénThrombineLatence
gen;9;R.mut ARNr23S M.gen
gen;9;PCR.gèn.R STAPH/SOU
gen;9;PCR.gèn.R STAPH/ORL
gen;9;PCR.gèn.R STAPH/OEI
gen;9;PCR.gèn.R STAPH/LIQ
vzv;32;PCR VZV LIQUIDE
vzv;32;PCR VZV ECOUV 3
